nocontrat;exposition;zone;puissance;agevehicule;ageconducteur;bonus;marque;carburant;densite;region;nbre;no;garantie;cout
1055191;0.35;A;8;14;32;57;1;D;72;10;1;42532;1RC;1107.73
1055315;0.9;A;7;2;40;50;10;D;24;13;1;42475;3VI;272.83
1055742;1;E;7;7;71;50;1;D;82;13;1;38327;1RC;-319.05
1055781;0.98;E;7;5;49;64;3;E;82;8;1;38210;1RC;99.98
1055854;1;D;5;4;48;50;1;E;82;13;1;38201;4BG;1128.12
1055862;1;E;4;9;47;50;5;E;82;13;2;38118;1RC;254.21
1055862;1;E;4;9;47;50;5;E;82;13;2;38119;2DO;71.52
1055983;1;E;5;5;63;50;5;D;82;13;1;38270;1RC;0
1056271;0.43;D;11;1;30;80;14;D;11;4;4;44938;2DO;2352.47
1056271;0.43;D;11;1;30;80;14;D;11;4;4;44941;2DO;0
1056271;0.43;D;11;1;30;80;14;D;11;4;4;44937;1RC;1048.5
1056271;0.43;D;11;1;30;80;14;D;11;4;4;44924;2DO;268.95
1056823;1;A;4;11;49;50;6;D;24;13;1;40396;4BG;836.98
1057125;0.67;C;5;35;68;50;2;D;53;13;2;35697;2DO;498.24
1057379;0.79;D;4;5;44;50;6;E;53;13;1;35942;1RC;548.82
1057387;0.22;C;11;2;55;50;1;D;53;13;1;35748;1RC;517.14
1057676;0.44;B;6;12;24;80;1;D;21;4;1;35763;1RC;856.9
1057728;1;C;5;5;43;68;2;E;53;7;2;35979;2DO;1128
1057728;1;C;5;5;43;68;2;E;53;7;2;35978;1RC;397.39
1057804;1;C;9;10;36;54;11;E;53;11;2;35997;4BG;313.43
1057804;1;C;9;10;36;54;11;E;53;11;2;35687;4BG;2478.45
1057833;1;C;6;6;27;85;1;D;53;3;2;35787;1RC;77.1
1057833;1;C;6;6;27;85;1;D;53;3;2;35910;4BG;1549.15
1058121;1;A;4;1;53;50;1;E;24;13;1;39805;2DO;183.06
1058434;1;A;6;4;27;80;1;D;24;4;1;39872;4BG;72.33
1058872;1;C;10;2;46;50;3;E;24;13;1;33256;1RC;0
1058909;0.26;C;7;3;37;50;4;E;24;13;1;33153;2DO;125.95
1059098;1;D;5;13;27;80;2;E;74;4;1;39595;4BG;1128.12
1059172;1;E;7;2;44;50;13;D;53;13;2;39567;1RC;2171.75
1059172;1;E;7;2;44;50;13;D;53;13;2;39568;2DO;127.63
1059307;1;B;7;12;35;68;2;D;53;7;1;39604;2DO;212.83
1059355;1;E;5;3;44;50;3;D;24;13;1;48590;4BG;291.15
1059469;1;E;7;13;78;50;1;E;24;13;1;48560;2DO;987.69
1059482;1;E;5;3;58;50;2;E;24;13;1;48581;2DO;0
1059504;0.05;D;9;2;53;50;11;E;24;13;1;48534;2DO;180.48
1059590;0.46;E;5;2;36;64;2;E;24;8;1;48555;3VI;2559.07
1059794;0.8;E;4;4;50;50;2;E;24;13;1;48571;1RC;136.42
1059839;1;A;6;12;38;50;1;D;31;13;1;38937;4BG;137.38
1059878;1;B;8;13;59;50;2;D;31;13;1;38900;4BG;294.44
1060101;1;B;5;3;28;51;3;D;31;12;1;38879;1RC;8985.65
1060185;0.5;C;6;1;49;50;1;D;31;13;2;38856;1RC;5589.12
1060414;1;A;5;3;42;50;1;D;73;13;1;31233;1RC;351.27
1060504;1;A;6;4;44;50;2;D;72;13;1;31358;4BG;205.24
1060645;1;C;5;5;35;50;1;E;72;13;1;31405;4BG;224.51
1060727;0.72;A;7;4;41;50;1;D;72;13;1;31251;4BG;309.59
1060776;0.79;B;6;6;53;50;2;D;72;13;1;31345;4BG;5269.33
1060798;1;A;6;5;47;50;2;D;72;13;1;31406;2DO;1128.12
1061045;0.96;E;5;10;52;50;2;D;41;13;2;37663;1RC;0
1061045;0.96;E;5;10;52;50;2;D;41;13;2;37664;2DO;1282.63
1061257;0.65;B;6;12;34;50;1;D;41;13;1;37639;1RC;0
1061843;1;C;7;11;68;58;2;D;72;13;2;34211;2DO;1128.12
1061843;1;C;7;11;68;58;2;D;72;13;2;34210;1RC;225.08
1061955;1;C;4;9;80;50;2;E;72;13;1;34390;4BG;239.24
1062028;1;A;5;6;28;57;5;D;72;10;1;34156;4BG;242.66
1062099;0.21;E;8;1;25;76;3;E;72;5;1;34146;4BG;76.58
1062603;0.09;E;6;6;55;50;6;D;11;13;1;31950;2DO;48.67
1062783;1;E;6;3;28;57;3;E;52;10;1;32302;1RC;370.76
1062818;1;E;7;7;69;68;1;E;82;7;2;32049;1RC;0
1062818;1;E;7;7;69;68;1;E;82;7;2;32050;2DO;2203.4
1062879;1;E;12;5;47;50;12;D;82;13;2;32177;1RC;0
1062879;1;E;12;5;47;50;12;D;82;13;2;32178;2DO;408.12
1063520;0.92;E;6;5;46;58;2;D;93;13;1;49573;1RC;90.52
1063769;1;E;6;8;47;50;1;D;93;13;3;49628;1RC;1128.12
1063769;1;E;6;8;47;50;1;D;93;13;3;49618;1RC;0
1063769;1;E;6;8;47;50;1;D;93;13;3;49619;2DO;0
1063781;0.53;D;4;9;47;50;14;E;93;13;1;49684;1RC;0
1063904;0.49;D;10;5;47;50;12;E;93;13;1;49663;2DO;608.95
1063973;0.36;E;5;7;34;50;4;E;93;13;1;49562;1RC;2301.98
1063989;1;E;6;9;80;50;2;D;93;13;1;49667;1RC;981
1064322;1;C;11;5;44;50;1;D;82;13;2;34451;3VI;762.25
1064422;1;D;7;3;64;54;12;E;82;11;1;34485;1RC;4573.47
1064491;0.3;D;7;17;64;50;10;D;82;13;1;34458;1RC;1128
1064750;1;D;6;15;50;75;1;D;82;5;1;48891;1RC;2286.74
1064909;0.25;D;6;14;33;78;1;E;82;4;2;48830;3VI;498.36
1064909;0.25;D;6;14;33;78;1;E;82;4;2;48829;2DO;242.65
1065212;0.57;D;5;2;40;69;3;D;82;6;1;48899;1RC;77.78
1065239;1;E;7;5;68;50;4;E;82;13;1;48785;4BG;0
1065658;1;D;7;12;40;51;11;D;82;12;4;48620;1RC;2103.39
1065658;1;D;7;12;40;51;11;D;82;12;4;48621;3VI;467.13
1065658;1;D;7;12;40;51;11;D;82;12;4;48593;3VI;147.88
1065658;1;D;7;12;40;51;11;D;82;12;4;48594;4BG;1128.12
1065692;1;D;5;9;62;62;2;E;82;13;2;48668;1RC;2652.61
1065692;1;D;5;9;62;62;2;E;82;13;2;48632;1RC;1000
1066215;0.94;A;7;3;35;63;3;D;72;13;2;45275;1RC;12240.23
1066215;0.94;A;7;3;35;63;3;D;72;13;2;45276;2DO;182.99
1066352;0.91;A;6;11;58;50;2;D;72;13;1;45258;3VI;558.11
1066412;1;B;6;3;56;50;2;D;72;13;1;45262;2DO;246.3
1066838;1;C;6;5;46;55;2;D;91;13;1;42362;4BG;-144
1067019;1;E;5;12;49;55;2;D;91;13;1;42296;1RC;569.82
1067065;1;D;9;9;34;54;2;E;91;11;2;42277;3VI;213.78
1067065;1;D;9;9;34;54;2;E;91;11;2;42359;4BG;84.05
1067346;0.95;C;6;12;43;50;5;E;93;13;1;32634;1RC;261.54
1067504;1;C;5;6;38;60;5;D;93;9;1;32647;4BG;334.45
1067525;0.2;C;7;1;41;50;2;E;91;13;1;32588;3VI;0
1067868;1;C;7;4;42;50;6;D;82;13;1;37816;4BG;477.53
1068217;0.49;C;15;6;32;76;10;D;82;5;1;37862;4BG;269.8
1068534;0.98;C;6;0;74;50;2;D;22;13;1;31605;1RC;84.03
1068748;1;D;6;5;28;51;1;D;22;12;1;31682;4BG;255.01
1068841;0.75;C;4;16;21;101;2;E;22;-1;2;31657;1RC;1524.49
1068854;1;D;4;11;72;50;1;E;93;13;1;48211;1RC;0
1068996;0.45;C;5;4;25;95;5;E;93;1;1;49877;3VI;4771.29
1069111;1;E;7;4;39;50;1;E;93;13;1;48255;3VI;121.57
1069156;0.16;D;7;15;61;50;11;E;93;13;2;48160;1RC;346.97
1069651;1;E;4;4;55;50;1;E;42;13;1;47872;4BG;585.06
1069695;1;E;5;3;56;55;4;E;42;13;1;47856;3VI;107.4
1069723;1;E;7;8;74;50;2;D;42;13;1;47863;4BG;2806.62
1069979;0.83;A;5;8;26;118;2;D;53;-1;1;35030;1RC;-262.08
1070127;1;E;5;5;67;50;2;E;53;13;1;35019;1RC;856.88
1070217;1;C;6;4;28;76;3;D;82;5;2;41352;1RC;190.88
1070217;1;C;6;4;28;76;3;D;82;5;2;41353;2DO;76.58
1070266;0.81;E;7;13;52;76;2;E;82;5;2;41181;1RC;1010.07
1070266;0.81;E;7;13;52;76;2;E;82;5;2;41479;1RC;819.41
1070342;1;C;4;5;45;50;2;E;82;13;1;41259;3VI;257.92
1070501;0.45;E;7;9;25;80;6;E;82;4;1;41126;4BG;750.78
1070692;1;C;4;12;49;67;5;E;74;7;1;47589;1RC;63.86
1072099;0.74;D;12;9;57;62;13;E;52;13;1;39983;1RC;1647.53
1072136;1;E;8;5;46;50;10;D;52;13;1;40004;1RC;562.45
1073403;1;D;4;16;67;50;1;E;54;13;1;31916;1RC;0
1073556;1;D;6;8;42;50;6;E;54;13;2;31871;2DO;1128
1073556;1;D;6;8;42;50;6;E;54;13;2;31870;1RC;276.31
1073737;0.17;A;7;6;22;100;2;E;54;0;1;31836;2DO;1252.95
1074112;0.8;D;5;2;23;90;3;D;24;2;3;33645;1RC;1751.34
1074112;0.8;D;5;2;23;90;3;D;24;2;3;33582;2DO;0
1074112;0.8;D;5;2;23;90;3;D;24;2;3;33581;1RC;1128.12
1074407;0.77;D;6;2;33;51;2;D;24;12;1;33600;1RC;534.03
1074459;0.23;C;5;5;35;75;3;D;41;5;2;37445;1RC;2775.51
1074658;0.95;C;6;3;54;50;2;D;41;13;1;37611;1RC;283.4
1075349;0.24;C;6;10;22;106;2;D;11;-1;1;43480;4BG;0
1075525;0.56;A;5;9;22;125;3;D;24;-1;1;43431;1RC;90.69
1075629;1;A;4;7;24;80;2;D;53;4;1;32952;4BG;906.19
1075659;1;D;6;10;29;64;12;E;93;8;2;33022;2DO;1128
1075659;1;D;6;10;29;64;12;E;93;8;2;33021;1RC;1128.12
1075739;1;C;10;16;45;50;10;E;25;13;1;32919;1RC;648.79
1075864;1;D;5;1;27;64;3;E;82;8;1;32422;3VI;227.33
1076014;1;C;7;4;42;50;1;E;82;13;3;32418;4BG;1128.12
1076014;1;C;7;4;42;50;1;E;82;13;3;32332;1RC;0
1076014;1;C;7;4;42;50;1;E;82;13;3;32333;2DO;567.13
1076150;0.31;E;8;13;41;80;12;E;82;4;1;32328;1RC;871.47
1076172;0.43;E;6;12;46;50;1;D;82;13;1;32364;1RC;89
1076176;0.57;C;6;7;26;76;13;D;82;5;1;32502;1RC;695.98
1076255;0.78;E;10;12;52;76;10;D;82;5;1;32338;1RC;1128.12
1076298;1;E;10;8;53;50;2;D;82;13;1;32400;1RC;1128
1076715;0.08;A;12;23;33;51;10;D;52;12;1;48109;1RC;135.66
1076723;0.26;D;7;8;36;50;2;D;54;13;1;48110;4BG;139.45
1076911;1;C;7;5;58;62;6;D;82;13;2;45685;4BG;1128.12
1076911;1;C;7;5;58;62;6;D;82;13;2;45646;1RC;1128.12
1077048;0.41;E;4;14;25;100;1;D;82;0;1;45636;1RC;5738.23
1077104;0.45;C;5;2;26;95;5;D;82;1;1;45706;2DO;76.75
1077657;0.92;C;7;3;27;68;1;D;31;7;1;49176;4BG;2154.92
1077806;1;E;7;2;44;50;3;E;31;13;2;49051;2DO;1240.26
1077806;1;E;7;2;44;50;3;E;31;13;2;49049;1RC;1703.79
1078126;0.83;C;4;13;65;50;1;E;72;13;4;31264;2DO;1398.55
1078126;0.83;C;4;13;65;50;1;E;72;13;4;31280;1RC;1128
1078126;0.83;C;4;13;65;50;1;E;72;13;4;31262;1RC;851.91
1078126;0.83;C;4;13;65;50;1;E;72;13;4;31281;2DO;121.96
1078172;0.83;D;7;6;35;50;10;D;72;13;2;31333;3VI;307.92
1078172;0.83;D;7;6;35;50;10;D;72;13;2;31334;4BG;89.11
1078329;1;C;6;6;51;50;6;D;24;13;1;33434;4BG;350.27
1078510;0.91;B;6;4;32;50;2;D;24;13;1;33505;4BG;1128.12
1078692;1;B;6;12;29;85;2;D;53;3;1;33778;1RC;834.39
1078965;0.46;E;7;5;39;76;5;E;82;5;1;32103;1RC;1128.12
1079145;0.7;D;5;6;42;50;4;E;82;13;2;32031;1RC;1640.41
1079145;0.7;D;5;6;42;50;4;E;82;13;2;32032;2DO;0
1079301;0.48;B;6;1;40;50;1;D;82;13;2;32300;2DO;0
1079301;0.48;B;6;1;40;50;1;D;82;13;2;32299;1RC;1487.4
1079373;1;B;4;11;51;62;2;D;82;13;1;32071;2DO;1128.12
1079397;1;E;6;9;30;59;2;D;82;13;1;32048;1RC;139.66
1079466;1;E;5;9;70;50;13;D;82;13;3;32247;4BG;826.68
1079466;1;E;5;9;70;50;13;D;82;13;3;31972;1RC;65.27
1079475;1;D;7;3;43;50;1;D;82;13;1;32201;2DO;224.56
1079785;1;B;5;13;52;50;2;E;24;13;2;37340;4BG;243.49
1079785;1;B;5;13;52;50;2;E;24;13;2;37175;4BG;145.91
1079978;1;A;7;6;72;68;2;D;24;7;1;37179;4BG;232.54
1080241;1;A;5;4;67;50;1;E;24;13;1;46563;4BG;1294.59
1080933;0.75;D;6;2;32;57;5;D;41;10;2;37681;2DO;58711
1080933;0.75;D;6;2;32;57;5;D;41;10;2;37680;1RC;394.41
1081305;1;C;8;12;36;50;1;E;24;13;2;48471;4BG;67.47
1081305;1;C;8;12;36;50;1;E;24;13;2;48526;1RC;166.28
1081399;0.84;D;4;3;65;50;1;E;53;13;2;36801;1RC;171.13
1081399;0.84;D;4;3;65;50;1;E;53;13;2;36802;2DO;218.35
1081455;1;A;5;8;53;66;2;D;53;7;3;37014;4BG;0
1081455;1;A;5;8;53;66;2;D;53;7;3;37022;1RC;0
1081455;1;A;5;8;53;66;2;D;53;7;3;37023;2DO;66.97
1081635;0.92;A;8;14;46;55;3;D;24;13;1;41779;1RC;215.37
1081741;0.41;B;14;2;39;51;3;E;24;12;1;41647;4BG;286.6
1081780;1;A;6;6;22;50;1;D;24;13;1;41727;4BG;437.55
1081868;1;E;5;2;22;80;6;E;93;4;2;43495;1RC;685.46
1081934;1;E;4;2;64;50;12;E;93;13;1;43618;2DO;68.28
1082367;1;A;7;12;46;50;1;D;74;13;1;47450;1RC;0
1082785;0.7;A;5;0;25;76;1;D;24;5;1;34592;2DO;730.54
1082985;0.76;D;7;10;45;56;6;E;52;13;3;39172;1RC;482.81
1082985;0.76;D;7;10;45;56;6;E;52;13;3;39174;4BG;0
1083033;0.67;C;5;4;36;62;1;D;52;13;2;39182;1RC;0
1083317;1;C;4;6;52;50;2;E;93;13;1;49680;1RC;303.99
1083388;0.67;E;8;3;29;106;11;D;82;-1;1;49641;4BG;502.64
1083470;0.03;C;5;3;26;72;2;D;24;6;1;41831;1RC;322.16
1083612;0.15;A;6;3;27;90;2;D;24;2;1;46456;4BG;308.59
1083616;1;C;5;2;30;80;2;D;24;4;2;46453;1RC;8.67
1083616;1;C;5;2;30;80;2;D;24;4;2;46454;2DO;374.5
1083758;1;A;4;3;49;50;1;E;24;13;1;34890;1RC;162.7
1083764;1;F;7;3;49;50;1;D;11;13;1;34863;2DO;0
1083778;1;C;10;9;35;50;10;D;24;13;2;34820;2DO;1128.12
1084308;1;D;7;2;55;50;13;E;52;13;1;46911;1RC;4540.92
1084358;1;C;6;5;37;76;2;D;52;5;2;46885;1RC;4085.66
1084358;1;C;6;5;37;76;2;D;52;5;2;46886;2DO;163.7
1084634;0.83;E;7;10;27;80;1;E;82;4;1;46941;4BG;1128
1084724;0.57;D;7;13;53;72;1;E;52;6;1;46978;1RC;226.95
1084821;0.9;D;6;14;42;51;1;D;52;12;1;46967;4BG;188.75
1084837;0.75;D;7;17;54;50;1;E;52;13;1;46930;4BG;620.4
1085139;0.95;D;5;2;45;81;10;D;24;3;3;42153;4BG;1354.41
1085139;0.95;D;5;2;45;81;10;D;24;3;3;42146;2DO;406.17
1085139;0.95;D;5;2;45;81;10;D;24;3;3;42145;1RC;343.98
1085295;1;C;8;12;81;50;10;D;82;13;1;38385;4BG;1128.12
1085519;1;E;6;12;45;50;1;D;82;13;1;38315;1RC;854.78
1085616;0.64;E;6;16;40;50;2;E;82;13;1;46665;1RC;3454.84
1085737;0.27;D;10;2;52;50;3;E;82;13;2;46687;1RC;759.2
1085737;0.27;D;10;2;52;50;3;E;82;13;2;46689;2DO;3093.92
1085806;0.15;C;5;2;21;95;5;E;53;1;1;35148;1RC;732.09
1085954;0.26;B;5;3;23;90;2;D;53;2;2;35153;2DO;1128.12
1085954;0.26;B;5;3;23;90;2;D;53;2;2;35152;1RC;227.28
1086105;1;C;5;8;41;50;1;E;91;13;1;32636;4BG;387.65
1086280;0.01;C;7;10;27;60;6;D;91;9;1;32558;4BG;604.9
1086784;1;E;7;6;69;50;12;E;72;13;2;34234;1RC;498.99
1086806;1;D;10;9;41;50;10;D;72;13;1;34279;4BG;222.57
1087152;1;C;6;1;53;50;1;E;24;13;1;34880;4BG;438.39
1087261;1;C;12;6;44;50;1;E;24;13;1;34949;4BG;1138.13
1087365;1;A;10;3;48;50;1;D;24;13;1;34859;2DO;602.1
1087527;1;B;5;3;48;50;3;E;53;13;2;45570;2DO;421.67
1087527;1;B;5;3;48;50;3;E;53;13;2;45617;1RC;1128
1087963;1;E;5;13;50;65;1;D;82;7;2;32242;1RC;858.82
1087963;1;E;5;13;50;65;1;D;82;7;2;32138;1RC;0
1088159;1;A;6;8;34;65;3;D;52;7;2;35398;2DO;1128.12
1088159;1;A;6;8;34;65;3;D;52;7;2;35397;1RC;1098.02
1088753;1;A;6;2;42;50;2;D;24;13;1;33179;1RC;1128.12
1089231;1;A;5;3;59;52;1;D;24;13;2;47327;1RC;0
1089231;1;A;5;3;59;52;1;D;24;13;2;47328;2DO;486.46
1089276;0.7;B;8;11;33;60;5;E;24;9;1;47360;4BG;140.4
1089372;0.9;A;6;5;26;68;2;D;24;7;2;47389;4BG;486.56
1089372;0.9;A;6;5;26;68;2;D;24;7;2;47261;2DO;1128.12
1089700;0.27;D;7;15;24;100;1;E;52;0;1;39161;1RC;1128.12
1089776;0.45;B;5;14;20;100;1;E;53;0;1;39147;1RC;471.24
1090179;1;B;5;2;31;50;3;E;74;13;1;39668;2DO;278.45
1090508;0.48;B;9;11;38;50;3;E;72;13;1;43838;4BG;391.76
1090550;1;C;6;1;42;50;4;D;54;13;1;43901;4BG;518.27
1090932;1;E;10;5;46;55;5;D;53;13;1;40468;3VI;1236.97
1091018;1;C;9;18;30;68;2;D;52;7;1;43010;1RC;1773.85
1091057;1;E;4;3;23;125;1;E;52;-1;2;42892;2DO;1128.12
1091057;1;E;4;3;23;125;1;E;52;-1;2;42891;1RC;116.78
1091193;0.72;D;7;15;58;57;1;E;82;10;3;48005;5CO;108.3
1091193;0.72;D;7;15;58;57;1;E;82;10;3;48004;2DO;1128
1091193;0.72;D;7;15;58;57;1;E;82;10;3;48003;1RC;123.84
1091550;0.06;C;4;5;41;57;4;D;24;10;2;46482;1RC;116.69
1091550;0.06;C;4;5;41;57;4;D;24;10;2;46483;2DO;877.99
1091825;0.34;D;6;6;49;50;2;D;82;13;2;34482;2DO;442.51
1091895;0.4;C;4;1;29;95;3;D;53;1;1;36120;3VI;1128.12
1091988;0.83;B;6;9;41;50;2;D;24;13;2;36148;1RC;1181.89
1091988;0.83;B;6;9;41;50;2;D;24;13;2;36147;2DO;0
1091993;0.41;B;10;17;50;50;10;E;24;13;1;36156;2DO;366.78
1092160;1;B;7;7;53;58;1;D;24;13;1;33306;2DO;1128.12
1092176;0.64;A;7;25;51;76;2;E;24;5;1;33100;1RC;1247.06
1092190;1;A;5;7;41;50;5;D;24;13;2;33089;3VI;150.34
1092190;1;A;5;7;41;50;5;D;24;13;2;33088;2DO;249.53
1092362;1;A;5;2;33;50;2;D;24;13;1;33285;4BG;718.85
1092433;0.18;E;7;14;36;60;3;E;52;9;1;31744;1RC;534.23
1092627;1;A;7;1;36;50;6;D;82;13;1;31765;4BG;1128.12
1092720;0.77;D;6;2;31;71;3;D;24;6;2;42191;1RC;0
1092720;0.77;D;6;2;31;71;3;D;24;6;2;42192;2DO;1276.46
1092861;0.54;E;4;8;40;90;6;E;93;2;2;48625;3VI;69.29
1092861;0.54;E;4;8;40;90;6;E;93;2;2;48624;2DO;1128
1092862;0.5;A;4;13;48;58;1;D;82;13;1;48670;1RC;315.86
1092887;0.31;C;10;8;49;50;10;D;82;13;1;48682;4BG;224.4
1092940;1;D;9;9;31;54;3;E;24;11;1;48738;4BG;0
1093213;1;C;10;6;50;74;3;D;82;5;4;38326;2DO;667.98
1093213;1;C;10;6;50;74;3;D;82;5;4;38325;1RC;445.95
1093213;1;C;10;6;50;74;3;D;82;5;4;38471;1RC;271.46
1093213;1;C;10;6;50;74;3;D;82;5;4;38472;2DO;-138.68
1093220;0.46;B;6;12;48;50;2;E;82;13;1;38109;1RC;2515.89
1093454;1;D;6;7;63;52;2;D;41;13;2;37608;2DO;658.04
1093454;1;D;6;7;63;52;2;D;41;13;2;37554;3VI;12228.35
1093658;0.59;D;5;15;60;50;2;E;41;13;2;37625;1RC;50.74
1093658;0.59;D;5;15;60;50;2;E;41;13;2;37621;4BG;325.38
1093780;1;D;5;3;49;50;5;E;41;13;1;37501;4BG;80.04
1093962;1;E;5;6;46;50;1;E;93;13;2;43502;1RC;0
1093962;1;E;5;6;46;50;1;E;93;13;2;43503;2DO;2380.38
1094221;1;C;6;12;20;50;2;D;31;13;2;49081;1RC;501.87
1094221;1;C;6;12;20;50;2;D;31;13;2;49082;2DO;6.79
1094556;0.41;E;7;14;44;100;1;E;73;0;1;35057;1RC;1497.59
1094657;0.02;D;6;4;32;53;2;D;82;13;1;48782;1RC;6356.79
1094850;0.9;E;6;6;34;50;2;D;11;13;4;36731;1RC;6190.08
1094850;0.9;E;6;6;34;50;2;D;11;13;4;36732;2DO;0
1094850;0.9;E;6;6;34;50;2;D;11;13;4;36346;1RC;0
1095123;0.99;A;6;10;58;50;2;D;24;13;1;47805;1RC;1128
1095536;1;E;9;2;45;68;12;E;53;7;2;39588;1RC;0
1095536;1;E;9;2;45;68;12;E;53;7;2;39589;2DO;263.26
1095601;0.73;C;5;11;22;90;2;E;53;2;1;39549;4BG;632.3
1095768;1;A;5;2;30;50;2;D;24;13;1;40437;2DO;1128.12
1095800;0.44;C;6;4;63;71;2;D;24;6;2;40111;1RC;0
1095800;0.44;C;6;4;63;71;2;D;24;6;2;40112;2DO;78.16
1095818;0.39;C;6;4;41;62;5;D;24;13;1;40440;2DO;423.46
1096057;0.62;B;6;12;44;50;1;D;31;13;2;38679;1RC;294.17
1096057;0.62;B;6;12;44;50;1;D;31;13;2;38629;4BG;266.81
1096507;1;A;6;12;53;50;1;D;53;13;1;39573;4BG;0
1096912;1;D;6;8;54;50;2;E;24;13;1;37439;1RC;444.28
1096956;1;A;10;3;30;51;1;E;24;12;1;37369;3VI;152.45
1097043;1;E;5;1;26;68;2;D;24;7;3;37359;2DO;2393.69
1097043;1;E;5;1;26;68;2;D;24;7;3;37360;3VI;619.44
1097043;1;E;5;1;26;68;2;D;24;7;3;49840;3VI;1128.12
1097105;0.15;D;9;10;20;100;1;E;24;0;1;37395;1RC;54.13
1097192;1;C;7;1;40;50;5;D;24;13;2;49860;2DO;353.91
1097192;1;C;7;1;40;50;5;D;24;13;2;49861;3VI;83.51
1097272;0.7;C;4;0;28;80;12;E;23;4;2;37417;1RC;0
1097272;0.7;C;4;0;28;80;12;E;23;4;2;37418;2DO;1128.12
1097301;1;B;4;8;45;138;2;E;53;-1;1;35235;1RC;1128.12
1097500;0.86;A;8;19;60;50;1;E;24;13;1;44720;1RC;154.98
1097570;0.62;C;5;13;34;51;2;E;93;12;1;44694;4BG;391.82
1097735;0.25;D;10;19;63;50;12;E;53;13;1;45480;2DO;470.64
1097788;0.2;D;6;6;47;50;5;D;53;13;1;45513;2DO;73.24
1097898;0.3;D;4;6;22;95;2;E;52;1;2;47024;2DO;0
1097898;0.3;D;4;6;22;95;2;E;52;1;2;47025;3VI;125.95
1098077;0.85;D;6;7;24;95;2;E;22;1;3;47045;4BG;160.84
1098077;0.85;D;6;7;24;95;2;E;22;1;3;47101;4BG;377.1
1098077;0.85;D;6;7;24;95;2;E;22;1;3;47125;3VI;138.63
1098437;1;C;9;8;40;50;11;E;82;13;1;32080;3VI;95.35
1098618;0.98;C;5;10;43;50;2;D;93;13;1;32268;4BG;97.55
1098751;1;E;4;9;38;90;5;E;82;2;2;32000;2DO;1431.41
1098751;1;E;4;9;38;90;5;E;82;2;2;32001;3VI;543.3
1098946;0.41;D;7;11;40;72;2;D;24;6;2;34714;1RC;0
1098946;0.41;D;7;11;40;72;2;D;24;6;2;34715;2DO;-198.16
1099025;1;D;5;7;35;68;4;D;24;7;2;49961;1RC;330.25
1099025;1;D;5;7;35;68;4;D;24;7;2;34697;2DO;1128.12
1099030;0.13;D;8;5;29;90;2;E;24;2;1;34696;1RC;366.92
1099225;1;D;6;10;61;62;2;D;24;13;1;49768;4BG;78.17
1099312;1;D;7;3;44;56;2;D;24;13;2;34731;4BG;0
1099312;1;D;7;3;44;56;2;D;24;13;2;34730;3VI;0
1099499;0.13;D;5;9;62;55;2;D;31;13;1;38592;1RC;606.94
1099905;0.94;E;4;3;38;50;6;E;31;13;1;48336;1RC;2663.68
1099964;0.31;C;5;17;51;50;1;E;93;13;2;48217;3VI;152.45
1100002;1;C;4;13;37;50;6;E;82;13;1;41434;1RC;0
1100053;1;D;6;9;41;50;1;E;82;13;1;41142;1RC;0
1100299;1;D;7;12;40;50;1;E;72;13;2;34281;2DO;1265.31
1100299;1;D;7;12;40;50;1;E;72;13;2;34280;1RC;85.1
1100343;1;D;6;7;53;50;5;E;72;13;1;34119;4BG;78.27
1100348;0.84;C;6;9;40;50;1;D;72;13;1;34145;4BG;244
1100523;1;C;4;13;32;50;4;D;72;13;1;34379;4BG;339.02
1100668;1;C;6;2;49;80;1;D;72;4;1;34384;4BG;364.11
1100748;0.74;D;6;4;45;50;2;D;53;13;3;42688;4BG;1128.12
1100748;0.74;D;6;4;45;50;2;D;53;13;3;42615;1RC;1846.89
1100748;0.74;D;6;4;45;50;2;D;53;13;3;42617;2DO;1128
1100755;0.17;D;5;11;49;50;2;D;53;13;2;42598;1RC;1789.3
1100898;0.83;A;7;2;41;50;10;E;23;13;3;42676;1RC;417.05
1100898;0.83;A;7;2;41;50;10;E;23;13;3;42677;2DO;460.65
1100898;0.83;A;7;2;41;50;10;E;23;13;3;42690;4BG;209.68
1101152;1;C;4;12;47;50;1;E;22;13;1;31690;4BG;1128.12
1101344;1;E;7;13;42;62;2;E;82;13;1;37861;1RC;1625.32
1101475;0.11;D;4;20;57;50;1;E;82;13;1;37906;1RC;876.38
1101711;0.92;C;10;10;50;77;13;D;82;4;1;32383;1RC;2076.62
1101786;1;C;10;9;48;50;4;E;82;13;1;32318;3VI;84.24
1102351;1;E;12;21;34;76;10;D;53;5;1;34988;1RC;114.31
1102535;1;C;4;13;37;57;2;E;24;10;1;39435;4BG;679.93
1102582;1;C;7;1;31;50;1;D;24;13;1;39373;1RC;1128
1102747;0.66;E;10;13;46;93;2;D;24;1;1;44619;1RC;0
1102859;0.06;C;4;14;36;50;3;E;24;13;1;44294;4BG;74.7
1102905;0.08;D;4;6;28;80;12;E;24;4;3;44493;1RC;2113.14
1102905;0.08;D;4;6;28;80;12;E;24;4;3;44494;1RC;-63.64
1103207;1;C;6;16;29;54;2;D;41;11;1;37572;1RC;6134.18
1103292;0.6;C;5;2;25;90;5;E;41;2;1;37616;2DO;1131.59
1103437;1;C;4;7;67;50;5;E;41;13;1;37589;2DO;82.09
